,selling_price,year,manufacturer,name,cylinders,km_driven,transmission,owner_id,size,type,paint_color
17826,19500,2014,ford,f-150,8 cylinders,106012,automatic,1FTFW1EF0EKE49282,,truck,
17827,0,2018,hyundai,kona,,11246,automatic,KM8K2CAA5JU187236,,wagon,red
17828,7888,2007,honda,civic ex,4 cylinders,76591,automatic,2HGFG12867H554682,,coupe,
17829,46500,2016,cadillac,escalade esv platinum,8 cylinders,58157,automatic,1GYS4KKJ0GR267444,,SUV,
17830,15500,2010,ford,explorer sport trac,8 cylinders,117491,automatic,1FMEU5D86AUA21299,,truck,
17831,0,2005,nissan,sentra,,,automatic,3N1CB51A25L492619,,,
17832,15999,2013,jeep,grand cherokee laredo,6 cylinders,70445,automatic,1C4RJFAG4DC618252,,SUV,white
17833,19999,2010,lexus,gx 460 base,8 cylinders,103315,automatic,JTJBM7FX5A5010812,,SUV,
17834,12999,2007,,HUMMER H3 Base,5 cylinders,70227,automatic,5GTDN13E878231443,,SUV,grey
17835,26500,2011,mercedes-benz,c-class c 63 amg,8 cylinders,46710,automatic,WDDGF7HBXBF628732,,sedan,
17836,0,2005,nissan,sentra,,,automatic,3N1CB51A25L492619,,,
17837,16999,2013,bmw,x5 xdrive35i sport activity,6 cylinders,80130,automatic,5UXZV4C56D0B14194,,SUV,
17838,22999,2014,ram,1500,8 cylinders,87358,automatic,1C6RR7MT0ES130275,,truck,
17839,15500,2010,ford,explorer sport trac,8 cylinders,117491,automatic,1FMEU5D86AUA21299,,truck,
17840,13500,2013,cadillac,ats 2.0t,4 cylinders,43290,automatic,1G6AA5RX1D0136578,,sedan,
17841,25000,2017,nissan,titan,8 cylinders,15475,automatic,1N6AA1EJ5HN534941,,truck,
17842,13500,2013,ford,edge,6 cylinders,85467,automatic,2FMDK4JC0DBA83263,,coupe,
17843,13999,2013,nissan,pathfinder,6 cylinders,98261,automatic,5N1AR2MM0DC674538,,SUV,
17844,22999,2014,ram,1500,8 cylinders,87358,automatic,1C6RR7MT0ES130275,,truck,
17845,14000,2015,,kKia Optima,4 cylinders,,automatic,,compact,sedan,red
17846,15876,2015,nissan,altima 3.5 sl,6 cylinders,31860,other,1N4BL3AP0FC111044,,sedan,
17847,6998,2012,fiat,500 lounge lounge,4 cylinders,76230,other,3C3CFFER7CT365258,,convertible,
17848,12844,2015,honda,fit lx,4 cylinders,19956,manual,3HGGK5G55FM745230,,hatchback,
17849,14487,2018,kia,soul base,4 cylinders,12347,automatic,KNDJN2A28J7545812,,hatchback,
17850,10857,2017,kia,rio lx lx,4 cylinders,9877,manual,KNADM4A35H6038979,,sedan,
17851,13999,2011,mercedes-benz,e-class e 350,6 cylinders,71829,automatic,WDDKJ5GB4BF120111,,coupe,
17852,18999,2012,bmw,x5 xdrive35i premium,6 cylinders,32275,automatic,5UXZV4C55CL755718,,SUV,grey
17853,9999,2012,volkswagen,passat tdi se,4 cylinders,76554,other,1VWBN7A31CC012539,,sedan,
17854,12999,2007,mercedes-benz,gl-class gl 450,8 cylinders,78329,automatic,4JGBF71E37A218976,,SUV,
17855,10999,2010,bmw,x3 xdrive30i,6 cylinders,83168,automatic,WBXPC9C44AWJ35783,,SUV,
17856,1500,2002,ford,focus,4 cylinders,,manual,,,,
17857,35991,2012,gmc,sierra 2500hd,8 cylinders,104183,automatic,1GT125E84CF161401,,truck,white
17858,13500,2004,pontiac,gto,8 cylinders,56000,manual,6G2VX12G64L316743,mid-size,coupe,red
17859,800,2006,dodge,grand caravan,4 cylinders,159622,automatic,,,,
17860,19999,2016,nissan,rogue sl awd gas suv auto,,50133,automatic,5N1AT2MV8GC916460,,SUV,white
17861,16500,2018,jeep,compass,,10624,automatic,3C4NJCAB2JT368253,,SUV,blue
17862,25999,2011,mercedes-benz,e-class e 63 amg,8 cylinders,69485,automatic,WDDHF7HBXBA432615,,sedan,
17863,11999,2009,ford,flex,6 cylinders,44003,automatic,2FMEK63C79BA12467,,wagon,
17864,43999,2016,ford,f450 deisel powerstroke xl,,46942,automatic,1FT8W4DT2GEA68150,,truck,white
17865,27999,2015,ram,1500 sport 4x4 gas,,86395,automatic,1C6RR7HT8FS501906,,truck,blue
17866,13500,2011,toyota,venza,6 cylinders,73745,automatic,4T3BK3BB4BU050188,,wagon,
17867,7999,2004,ram,3500,6 cylinders,641,manual,,,pickup,red
17868,22000,2015,jeep,grand cherokee,,76135,automatic,1C4RJFBG9FC838309,,SUV,black
17869,13000,2011,gmc,sierra 1500,8 cylinders,,automatic,,full-size,truck,black
17870,20500,2015,bmw,3-series,4 cylinders,52557,automatic,WBA3B3G56FNT18675,,sedan,
17871,25999,2017,ford,flex,6 cylinders,38176,automatic,2FMHK6DT5HBA12381,,wagon,
17872,42999,2018,toyota,lifted tundra sr5 4x4 gas,,137,automatic,5TFDY5F16JX719821,,truck,white
17873,15999,2013,ford,edge sport awd gas suv auto,,61104,automatic,2FMDK4AK0DBC04008,,SUV,black
17874,28000,2016,,Maserati Ghibli S Q4 -- 6M FACT,6 cylinders,43999,automatic,ZAM57RTA1G1181975,,sedan,
17875,19500,2014,ford,f-150,8 cylinders,106012,automatic,1FTFW1EF0EKE49282,,truck,
17876,16999,2011,ford,f150 fx4 4x4 1/2 ton gas,,119611,automatic,1FTFW1EF5BFA44815,,truck,red
17877,59500,1965,,1965 Mustang fastback,8 cylinders,0,manual,0,mid-size,sedan,white
17878,26000,2014,ram,1500,,34290,automatic,1C6RR7LT2ES158967,,pickup,white
17879,6998,2012,fiat,500 lounge lounge,4 cylinders,76230,other,3C3CFFER7CT365258,,convertible,
17880,12844,2015,honda,fit lx,4 cylinders,19956,manual,3HGGK5G55FM745230,,hatchback,
17881,14487,2018,kia,soul base,4 cylinders,12347,automatic,KNDJN2A28J7545812,,hatchback,
17882,6500,2009,acura,rdx sh-awd w/tech,4 cylinders,178637,automatic,5J8TB18569A005936,,SUV,
17883,11749,2011,ford,ranger sport rwd 1/4 ton,,86882,manual,1FTKR4EE0BPA48117,,truck,grey
17884,25999,2017,ford,flex,6 cylinders,38176,automatic,2FMHK6DT5HBA12381,,wagon,
17885,11999,2013,bmw,3-series 328i xdrive,4 cylinders,75781,automatic,WBA3B3C52DF539932,,sedan,
17886,13500,2011,toyota,venza,6 cylinders,73745,automatic,4T3BK3BB4BU050188,,wagon,
17887,25999,2011,mercedes-benz,e-class e 63 amg,8 cylinders,69485,automatic,WDDHF7HBXBA432615,,sedan,
17888,6995,2006,subaru,legacy outback wagon,4 cylinders,150845,automatic,4S4BP61C867361813,full-size,wagon,silver
17889,6000,1994,chevrolet,corvette,8 cylinders,54263,automatic,1G1YY32P3R5121007,full-size,coupe,black
17890,25499,2017,ram,1500 slt 4x4 1/2 ton,,26309,automatic,1C6RR7LT2HS747974,,truck,silver
17891,11995,2013,ford,flex sel awd,6 cylinders,92500,automatic,2FMHK6C80DBD01787,full-size,SUV,black
17892,5999,1994,chevrolet,corvette,8 cylinders,54263,automatic,1G1YY32P3R5121007,full-size,coupe,black
17893,6995,2003,ford,f650 cab and chassis,6 cylinders,395311,manual,3FDNF656X3MB08711,,truck,white
17894,44999,2019,ram,1500 longhorn 4x4 gas,,13538,automatic,1C6SRFKT8KN839528,,truck,grey
17895,12999,2018,ford,focus se fwd gas sedan auto,,23336,automatic,1FADP3K20JL323211,,sedan,white
17896,12995,2013,ford,f-150 xlt,6 cylinders,123995,automatic,1FTEX1EM4DFA95717,,pickup,
17897,9995,2015,jeep,patriot sport,4 cylinders,46229,other,1C4NJPBA6FD325433,,SUV,
17898,19499,2015,ram,1500 big horn 4x4 gas,,108567,automatic,1C6RR7LT1FS622106,,truck,blue
17899,14988,2011,chevrolet,avalanche,,149147,automatic,3GNTKFE37BG267980,,truck,white
17900,19971,1999,ram,,,107409,,1B7KF2362XJ567530,,pickup,
17901,34988,2018,jeep,wrangler,,8044,automatic,1C4HJXDG5JW272008,,SUV,
17902,22999,2013,ram,1500 sport 4x4 1/2 ton,,96087,automatic,1C6RR7MT3DS614326,,truck,white
17903,16988,2004,ford,excursion,,165475,automatic,1FMSU43P54EB83512,,SUV,
17904,2900,2000,volvo,v70 r,5 cylinders,237425,automatic,YV1LV60D0Y2683039,,,black
17905,9999,2016,dodge,journey se fwd gas suv,,87612,automatic,3C4PDCAB1GT215503,,SUV,grey
17906,22900,2018,gmc,2500 savana cargo,8 cylinders,9305,automatic,1GTW7AFG2J1910213,full-size,van,white
17907,35499,2019,dodge,durango r/t awd gas suv,,17290,automatic,1C4SDJCT9KC664324,,SUV,red
17908,20500,2015,subaru,outback 2.5i limited awd,4 cylinders,76000,automatic,4S4BSANC5F3259923,,wagon,silver
17909,40999,2019,ram,1500 big horn 4x4 gas,,12199,automatic,1C6SRFFTXKN842313,,truck,white
17910,63000,2017,ford,transit cargo van,6 cylinders,,automatic,,,van,white
17911,44249,2019,jeep,lifted wrangler unlimited,,10905,automatic,1C4HJXEG9KW580122,,SUV,black
17912,21499,2018,subaru,forester awd gas suv auto,,30923,automatic,JF2SJAAC7JH489439,,SUV,white
17913,599,2004,nissan,frontier xe crew cab,6 cylinders,319000,automatic,1n6ed29y04c417084,full-size,pickup,red
17914,18999,2015,jeep,grand cherokee laredo 4x4,,78731,automatic,1C4RJFAG0FC603900,,SUV,red
17915,6500,1969,ford,f-250,8 cylinders,,automatic,,full-size,truck,
17916,31249,2019,dodge,durango gt plus awd gas,,20069,automatic,1C4RDJDG6KC651854,,SUV,grey
17917,39500,1966,chevrolet,impala,8 cylinders,999999,manual,,,,black
17918,16749,2019,nissan,sentra sr fwd gas sedan,,10673,automatic,3N1AB7AP2KY341270,,sedan,red
17919,11999,2012,lincoln,mkx,6 cylinders,103893,automatic,2LMDJ8JKXCBL05828,,SUV,
17920,13749,2017,chevrolet,sonic lt fwd gas auto,,24601,automatic,1G1JD6SB7H4111474,,hatchback,black
17921,21999,2014,ram,1500 outdoorsman 4x4,,92469,automatic,1C6RR7GT2ES431447,,truck,white
17922,18528,2017,mazda,cx-3 touring touring,4 cylinders,19048,automatic,JM1DKFC78H0174952,,SUV,
17923,19441,2017,nissan,juke sl,4 cylinders,22492,other,JN8AF5MV8HT751349,,SUV,
17924,11967,2012,honda,fit sport sport,4 cylinders,19514,manual,JHMGE8G50CC027846,,hatchback,
17925,11999,2009,bmw,x5 xdrive48i,8 cylinders,80675,automatic,5UXFE83519L309309,,SUV,blue
17926,15999,2011,bmw,7 series 750i,8 cylinders,89741,automatic,WBAKA8C51BCY37091,,sedan,white
17927,34999,2014,mercedes-benz,s-class s 550,8 cylinders,75771,automatic,WDDUG8CB3EA013745,,sedan,black
17928,6999,2005,bmw,x3 2.5i,6 cylinders,83611,automatic,WBXPA73445WC50807,,SUV,silver
17929,14999,2012,bmw,3 series 328i,4 cylinders,41047,automatic,WBA3A5C53CF255822,,sedan,white
17930,14999,2013,bmw,3 series 328i xdrive,4 cylinders,52450,automatic,WBA3B3C50DF540139,,sedan,
17931,2500,2001,nissan,sentra,,134000,automatic,3N1CB51D91L491651,compact,sedan,white
17932,49999,2015,ford,f450 diesel powerstroke 4x4,,78209,automatic,1FT8W4DT0FEB65636,,truck,silver
17933,28900,2018,audi,q5,4 cylinders,22195,automatic,WA1ANAFY3J2197934,,SUV,silver
17934,18999,2018,mitsubishi,outlander se awd gas,,35851,automatic,JA4AZ3A38JZ040970,,SUV,white
17935,3800,2006,audi,a3 2.0t,,,automatic,,,,
17936,6500,1994,ford,e350,,,automatic,,,,
17937,16999,2011,chevrolet,silverado 1500 ltz 4x4,,157013,automatic,3GCPKTE37BG184039,,truck,blue
17938,1500,1996,nissan,maxima,6 cylinders,200000,automatic,,full-size,,green
17939,6500,2006,toyota,prius,4 cylinders,101000,automatic,jtdkb20u867078494,mid-size,hatchback,red
17940,5000,1998,gmc,jimmy,,68000,automatic,,,SUV,green
17941,2900,2007,kia,rondo,6 cylinders,166000,automatic,,,,grey
17942,6950,2012,toyota,camry,,,other,,,,
17943,22749,2018,dodge,charger gt awd gas sedan,,17925,automatic,2C3CDXJG7JH293015,,sedan,grey
17944,18500,2018,jeep,renegade,,9879,automatic,ZACCJBABXJPH53116,,SUV,black
17945,16999,2018,subaru,impreza premium awd gas,,32577,automatic,4S3GTAD69J3741516,,wagon,blue
17946,9500,2005,nissan,frontier,,144762,automatic,1N6AD07W55C451303,,other,red
17947,28499,2017,ram,1500 tradesman 4x4,,52350,automatic,1C6RR7FT2HS570659,,truck,white
17948,57000,2019,gmc,sierra 2500hd slt,8 cylinders,2680,automatic,,full-size,truck,white
17949,34000,2016,jeep,wrangler,,41365,manual,1C4BJWFG3GL341270,,SUV,black
17950,19999,2014,jeep,grand cherokee limited 4x4,,72230,automatic,1C4RJFBG7EC411662,,SUV,red
17951,14999,2012,ram,1500 tradesman rwd gas,,49347,automatic,3C6JD6DT4CG254205,,truck,white
17952,7000,2008,volkswagen,touareg,6 cylinders,130000,automatic,,full-size,SUV,black
17953,44999,2019,ram,1500 longhorn 4x4 gas,,13538,automatic,1C6SRFKT8KN839528,,truck,grey
17954,11800,2014,chrysler,town and country,,82003,automatic,2C4RC1BG0ER351664,,mini-van,black
17955,11967,2012,honda,fit sport sport,4 cylinders,19514,manual,JHMGE8G50CC027846,,hatchback,
17956,18528,2017,mazda,cx-3 touring touring,4 cylinders,19048,automatic,JM1DKFC78H0174952,,SUV,
17957,5888,2013,hyundai,elantra gls,4 cylinders,126000,automatic,KMHDH4AEXDU762709,,sedan,
17958,12999,2018,ford,focus se fwd gas sedan auto,,23336,automatic,1FADP3K20JL323211,,sedan,white
17959,1000,1981,volkswagen,jetta,4 cylinders,,manual,,compact,,blue
17960,22999,2011,ram,1500 laramie,,75437,automatic,1D7RV1GT2BS573607,,truck,white
17961,33999,2018,dodge,durango r/t awd gas suv,,21348,automatic,1C4SDJCT1JC495799,,SUV,silver
17962,1800,1987,mazda,b2600,4 cylinders,140,manual,,sub-compact,truck,brown
17963,15999,2018,toyota,corolla xse fwd gas sedan,,32154,automatic,5YFBURHE0JP825559,,sedan,blue
17964,24999,2016,infiniti,qx60 base,6 cylinders,42356,other,5N1AL0MM7GC508592,,SUV,
17965,12995,2015,nissan,rogue s,4 cylinders,61692,other,5N1AT2MT3FC878536,,wagon,
17966,17999,2016,jeep,cherokee latitude 4x4 gas,,47459,automatic,1C4PJMCB6GW361272,,SUV,grey
17967,14999,2008,ford,f150 supercrew cab,8 cylinders,155000,automatic,1FTRW14508FB12677,,truck,black
17968,33000,2014,gmc,sierra 1500,8 cylinders,50000,automatic,,,,blue
17969,40999,2019,ram,1500 big horn,,12199,automatic,1C6SRFFTXKN842313,,truck,white
17970,21499,2018,subaru,forester awd gas suv auto,,30923,automatic,JF2SJAAC7JH489439,,SUV,white
17971,27749,2014,ford,lifted f150 fx2 rwd 1/2 ton,,37687,automatic,1FTFW1CT7EKE13338,,truck,black
17972,4000,1995,toyota,4runner,6 cylinders,173000,manual,,mid-size,SUV,black
17973,33499,2017,ford,explorer sport 4x4 gas suv,,19904,automatic,1FM5K8GT3HGB80118,,SUV,grey
17974,28999,2016,ford,explorer sport 4x4 gas suv,,55042,automatic,1FM5K8GT9GGC87141,,SUV,white
17975,13749,2017,chevrolet,malibu ls fwd gas auto,,64246,automatic,1G1ZC5ST6HF168908,,sedan,white
17976,21000,2018,hyundai,kona,,20673,automatic,KM8K2CAA1JU162060,,wagon,silver
17977,34500,2017,honda,pilot,,29773,automatic,5FNYF6H96HB058408,,SUV,black
17978,37499,2015,gmc,sierra 3500 hd slt 4x4 1 ton,,61677,automatic,1GT423CG9FF500198,,truck,grey
17979,5999,2009,honda,civic lx fwd gas sedan,,152590,automatic,19XFA165X9E018946,,sedan,white
17980,14999,2018,chevrolet,malibu lt fwd gas auto,,38508,automatic,1G1ZD5STXJF153900,,sedan,silver
17981,23950,2014,chevrolet,silverado,8 cylinders,89003,automatic,3GCUKREC6EG301345,,truck,black
17982,38950,2015,chevrolet,tahoe,8 cylinders,52872,automatic,1GNSKCKC5FR173990,,SUV,white
17983,19488,2012,gmc,sierra 1500,8 cylinders,103788,automatic,3GTP2VE74CG309529,,truck,white
17984,6950,2011,buick,lacrosse,4 cylinders,124791,automatic,1G4GA5EC3BF283193,,sedan,white
17985,39999,2014,ford,lifted f350 power stroke,,63415,automatic,1FT8W3BT6EEA12433,,truck,white
17986,13991,2015,gmc,terrain,4 cylinders,67474,automatic,2GKALMEK9F6308236,,SUV,red
17987,46950,2015,ford,f350,8 cylinders,39500,automatic,1FT8W3BT0FEB73796,,truck,black
17988,26999,2015,ford,f150 xlt 4x4 1/2 ton gas,,37358,automatic,1FTEW1E89FFC80449,,truck,white
17989,11500,2010,ford,explorer,8 cylinders,126231,automatic,1FMEU8F81AUA19166,,SUV,
17990,5999,2008,honda,civic lx fwd gas sedan,,168622,automatic,1HGFA165X8L044549,,sedan,silver
17991,5888,2013,hyundai,elantra gls,4 cylinders,126000,automatic,KMHDH4AEXDU762709,,sedan,
17992,15876,2015,nissan,altima 3.5 sl,6 cylinders,31860,other,1N4BL3AP0FC111044,,sedan,
17993,6998,2012,fiat,500 lounge lounge,4 cylinders,76230,other,3C3CFFER7CT365258,,convertible,
17994,12844,2015,honda,fit lx,4 cylinders,19956,manual,3HGGK5G55FM745230,,hatchback,
17995,14487,2018,kia,soul base,4 cylinders,12347,automatic,KNDJN2A28J7545812,,hatchback,
17996,400,2001,audi,a4 avant,4 cylinders,131900,manual,,,wagon,
17997,13999,2014,volkswagen,jetta wagon,4 cylinders,44793,other,3VWPL7AJ7EM606838,,wagon,grey
17998,10999,2008,bmw,3 series 335i,6 cylinders,92297,automatic,WBAWL735X8PX56985,,convertible,silver
17999,19999,2013,bmw,7 series 750i xdrive,8 cylinders,64973,automatic,WBAYB6C55DC998302,,sedan,white
18000,16999,2012,bmw,3 series 328i,4 cylinders,38023,automatic,WBA3A5C59CF255968,,sedan,grey
18001,10999,2007,bmw,3 series 335i,6 cylinders,73819,automatic,WBAVB73587KY62426,,sedan,grey
18002,16999,2013,bmw,x3 xdrive28i,4 cylinders,57308,automatic,5UXWX9C57DLK59959,,SUV,
18003,19999,2016,nissan,rogue sl awd gas suv auto,,50133,automatic,5N1AT2MV8GC916460,,SUV,white
18004,14995,2013,toyota,venza xle,,68500,automatic,,full-size,other,white
18005,19900,2008,dodge,sprinter 2500,6 cylinders,80000,automatic,,full-size,van,white
18006,2500,2002,volkswagen,golf,4 cylinders,141600,manual,,compact,hatchback,white
18007,10900,2006,toyota,tacoma 4x4,,199862,automatic,5TEMU52N76Z288054,full-size,,
18008,8500,2012,ford,fusion,,87774,automatic,3FAHP0JG5CR365973,,sedan,white
18009,24000,2019,hyundai,santa fe xl,,31301,automatic,KM8SMDHF1KU297820,,wagon,black
18010,19000,2017,hyundai,santa fe,,29911,automatic,KM8SM4HF2HU183138,,wagon,
18011,19000,2014,kia,sorento,,27905,automatic,5XYKUDA79EG519002,,wagon,silver
18012,13000,2014,kia,sportage,,51581,automatic,KNDPBCAC5E7582680,,wagon,silver
18013,26000,2013,ford,f-250,,43059,automatic,1FT7X2B67DEB88130,,pickup,
18014,21000,2008,ford,f-250,,52970,automatic,1FTSX20R68EB99438,,pickup,white
18015,14500,2016,nissan,quest,,35811,,JN8AE2KP1G9157235,,van,black
18016,16500,2015,gmc,terrain,,43569,automatic,2GKALSEK3F6354746,,SUV,white
18017,36000,2018,jeep,wrangler,,13102,manual,1C4HJXEGXJW186272,,SUV,white
18018,13000,2014,cadillac,cts,,101952,automatic,1G6DC1E30E0159399,,coupe,black
18019,16500,2015,nissan,frontier,,62770,automatic,1N6AD0ER2FN713314,,pickup,blue
18020,23000,2016,jeep,grand cherokee,,40209,automatic,1C4RJFAG9GC303855,,SUV,black
18021,22000,2019,hyundai,kona,,859,automatic,KM8K2CAAXKU384811,,wagon,red
18022,37000,2019,ford,f-150,,19232,automatic,1FTEW1E55KKC38352,,pickup,black
18023,14500,2018,hyundai,sonata,,34931,automatic,5NPE24AF6JH621726,full-size,sedan,red
18024,15500,2015,jeep,cherokee,,43846,automatic,1C4PJLDBXFW535643,,SUV,white
18025,11500,2013,hyundai,veloster,,44832,automatic,KMHTC6AE0DU173223,compact,coupe,black
18026,24500,2015,ram,1500,,60456,automatic,1C6RR7HT8FS501890,,pickup,white
18027,13500,2016,hyundai,veloster,,17038,,KMHTC6AD1GU261628,compact,coupe,
18028,9000,2015,dodge,grand caravan,,116749,automatic,2C4RDGCG8FR535881,,mini-van,silver
18029,14000,2016,hyundai,sonata,,32173,automatic,5NPE24AA4GH412997,,sedan,blue
18030,21500,2016,dodge,durango,,88614,automatic,1C4RDJDG6GC416183,,SUV,silver
18031,16500,2016,chrysler,200,,20682,automatic,1C3CCCCG1GN119806,,sedan,silver
18032,18500,2017,hyundai,tucson,,11676,automatic,KM8J3CA44HU309761,,wagon,silver
18033,14500,2018,dodge,grand caravan,,50810,automatic,2C4RDGEG8JR331555,,mini-van,black
18034,13000,2014,kia,sportage,,51581,automatic,KNDPBCAC5E7582680,,wagon,silver
18035,31000,2017,jeep,grand cherokee,,18362,automatic,1C4RJFBT4HC745147,,SUV,black
18036,7000,2014,hyundai,elantra,,110772,manual,KMHDH4AH1EU157537,,sedan,silver
18037,14500,2018,dodge,grand caravan,,45193,automatic,2C4RDGEG4JR341404,,mini-van,white
18038,22000,2018,jeep,cherokee,,12071,automatic,1C4PJMLXXJD548772,,SUV,
18039,19000,2017,hyundai,santa fe,,29911,automatic,KM8SM4HF2HU183138,,wagon,
18040,11500,2013,hyundai,veloster,,44832,automatic,KMHTC6AE0DU173223,compact,coupe,black
18041,18000,2016,jeep,grand cherokee,,86637,automatic,1C4RJFAG6GC348350,,SUV,silver
18042,16500,2015,gmc,terrain,,43569,automatic,2GKALSEK3F6354746,,SUV,white
18043,17000,2015,chrysler,300,,68955,automatic,2C3CCABG4FH845432,full-size,sedan,black
18044,14500,2018,dodge,grand caravan,,50271,automatic,2C4RDGEG6JR200009,,mini-van,
18045,18000,2017,hyundai,tucson,,17298,automatic,KM8J3CA27HU357561,,wagon,white
18046,38000,2019,chevrolet,tahoe,,37100,automatic,1GNSKBKCXKR127317,,SUV,black
18047,3500,1994,honda,civic,,,manual,,,,
18048,13000,2019,toyota,corolla,,38299,,5YFBURHEXKP868081,,sedan,
18049,36500,2017,ram,2500,,42138,automatic,3C6UR5CL7HG624628,,pickup,white
18050,26500,2017,dodge,durango,,44360,automatic,1C4RDJDG6HC785403,,SUV,white
18051,12000,2015,chrysler,200,,64734,automatic,1C3CCCAB6FN525439,,sedan,white
18052,24000,2017,dodge,durango,,33279,automatic,1C4RDJAGXHC848183,,SUV,
18053,22000,2019,hyundai,kona,,859,automatic,KM8K2CAAXKU384811,,wagon,red
18054,16500,2018,jeep,compass,,10624,automatic,3C4NJCAB2JT368253,,SUV,blue
18055,13500,2016,hyundai,veloster,,17038,,KMHTC6AD1GU261628,compact,coupe,
18056,14000,2016,hyundai,sonata,,32173,automatic,5NPE24AA4GH412997,,sedan,blue
18057,22000,2017,hyundai,tucson,,27358,automatic,KM8J3CA2XHU306877,,wagon,
18058,26000,2014,ram,1500,,34290,automatic,1C6RR7LT2ES158967,,pickup,white
18059,14500,2018,hyundai,sonata,,34931,automatic,5NPE24AF6JH621726,full-size,sedan,red
18060,36000,2018,jeep,wrangler,,13102,manual,1C4HJXEGXJW186272,,SUV,white
18061,11800,2014,chrysler,town and country,,82003,automatic,2C4RC1BG0ER351664,,mini-van,black
18062,8500,2012,ford,fusion,,87774,automatic,3FAHP0JG5CR365973,,sedan,white
18063,22000,2015,jeep,grand cherokee,,76135,automatic,1C4RJFBG9FC838309,,SUV,black
18064,13500,2016,chrysler,200,,30494,automatic,1C3CCCFB3GN119841,,sedan,white
18065,43500,2018,ram,3500,,28419,automatic,3C63R3HL7JG255512,,pickup,white
18066,26000,2013,ford,f-250,,43059,automatic,1FT7X2B67DEB88130,,pickup,
18067,8000,2013,hyundai,accent,,72449,automatic,KMHCU5AE7DU084983,compact,hatchback,
18068,18500,2018,jeep,renegade,,9879,automatic,ZACCJBABXJPH53116,,SUV,black
18069,26000,2011,dodge,challenger,,32578,manual,2B3CJ7DJ5BH534973,compact,coupe,blue
18070,34000,2016,jeep,wrangler,,41365,manual,1C4BJWFG3GL341270,,SUV,black
18071,13500,2016,chrysler,200,,30494,automatic,1C3CCCFB3GN119841,,sedan,white
18072,12000,2015,chrysler,200,,64734,automatic,1C3CCCAB6FN525439,,sedan,white
18073,24000,2013,dodge,durango,,47937,automatic,1C4SDJCT5DC663030,,SUV,black
18074,19441,2017,nissan,juke sl,4 cylinders,22492,other,JN8AF5MV8HT751349,,SUV,
18075,15876,2015,nissan,altima 3.5 sl,6 cylinders,31860,other,1N4BL3AP0FC111044,,sedan,
18076,6998,2012,fiat,500 lounge lounge,4 cylinders,76230,other,3C3CFFER7CT365258,,convertible,
18077,10975,2005,gmc,yukon,8 cylinders,125000,automatic,1GKEK13T2R114035,full-size,SUV,brown
18078,10999,2007,infiniti,g35 sport,6 cylinders,67709,automatic,JNKBV61E97M711947,,sedan,
18079,23999,2014,ford,explorer sport,6 cylinders,65488,automatic,1FM5K8GT8EGA65865,,SUV,
18080,16999,2009,ram,pickup 1500 sport,8 cylinders,107635,automatic,1D3HV13T09S753326,,pickup,
18081,2600,2001,subaru,legacy outback,4 cylinders,186000,automatic,,,hatchback,green
18082,13500,1992,toyota,land cruiser,,210000,automatic,,,,
18083,9500,2013,mazda,3,4 cylinders,45000,manual,,,sedan,silver
18084,12500,1997,chevrolet,1500 silverado 4x4,8 cylinders,3000,automatic,2GCEK19R7V1225857,mid-size,truck,red
18085,20500,2012,ford,f-150,8 cylinders,130022,automatic,1FTFW1E65CFC44787,,truck,
18086,0,2007,subaru,b9 tribeca limited,6 cylinders,119969,automatic,,,,
18087,14850,2014,ford,fusion,4 cylinders,56332,automatic,3FA6P0D95ER384112,,sedan,
18088,22000,2017,hyundai,tucson,,27358,automatic,KM8J3CA2XHU306877,,wagon,
18089,28275,2018,jeep,wrangler unlimited,,23713,automatic,1C4BJWEG9JL840521,,,
18090,2295,2000,toyota,solara,6 cylinders,140000,automatic,,mid-size,coupe,white
18091,10500,1999,ford,f350 super duty,8 cylinders,202613,automatic,1FTWW32F8XEC66293,full-size,pickup,
18092,12999,2014,dodge,charger,6 cylinders,51035,automatic,2C3CDXBG1EH113175,,sedan,
18093,6999,2009,honda,crv lx awd,4 cylinders,149900,automatic,,,,
18094,12999,2000,,Porsche Carrera 911 Cab,6 cylinders,85000,automatic,,,convertible,silver
18095,39999,2014,ford,f-150,8 cylinders,31935,automatic,1FTFW1R69EFA65018,,truck,
18096,23950,2014,chevrolet,silverado,8 cylinders,89003,automatic,3GCUKREC6EG301345,,truck,black
18097,38950,2015,chevrolet,tahoe,8 cylinders,52872,automatic,1GNSKCKC5FR173990,,SUV,white
18098,19488,2012,gmc,sierra 1500,8 cylinders,103788,automatic,3GTP2VE74CG309529,,truck,white
18099,6950,2011,buick,lacrosse,4 cylinders,124791,automatic,1G4GA5EC3BF283193,,sedan,white
18100,46950,2015,ford,f350,8 cylinders,39500,automatic,1FT8W3BT0FEB73796,,truck,black
18101,28500,2018,nissan,titan,8 cylinders,9256,automatic,1N6AA1EJ7JN521310,,truck,
18102,2495,1998,dodge,grand caravan,6 cylinders,145000,automatic,,full-size,van,
18103,3400,2005,subaru,forester,,238000,manual,JF1SG63695G748550,,,green
18104,2295,2000,toyota,solara,6 cylinders,140000,automatic,,mid-size,coupe,white
18105,14950,2011,chevrolet,silverado 1500 crew cab4x4,8 cylinders,97000,automatic,,full-size,truck,black
18106,39999,2014,rover,,8 cylinders,71000,automatic,SALGS2TF7EA158639,,SUV,
